id,first_name,last_name,player_type,active,bats,throws,birth_year,bbref_id,mlb_id,bp_id,cbs_id,espn_id,fg_id
diazda01,Dayan,Diaz,p,1,r,r,1989,diazda01,500765,51632,2040995,32649,11543
diazed04,Edwin,Diaz,p,1,r,r,1994,diazed04,621242,100572,2117203,35394,14710
diazel01,Elias,Diaz,h,1,r,r,1990,diazel01,553869,66057,2122215,33594,11680
diazis01,Isan,Diaz,h,1,l,r,1996,,,,,,
diazja01,Jairo,Diaz,p,1,r,r,1991,diazja01,545064,60094,2050878,32986,12774
diazjo02,Jonathan,Diaz,h,1,r,r,1985,diazjo02,502409,50271,1603345,33087,4142
diazju02,Juan,Diaz,h,1,l,r,1988,diazju02,501726,50972,1207704,32008,9235
diazju03,Jumbo,Diaz,p,1,r,r,1984,diazju03,471822,34744,288902,29839,3397
diazmi02,Miguel,Diaz,p,1,r,r,1994,diazmi02,622766,101170,2167352,33751,18815
diazya01,Yandy,Diaz,h,1,r,r,1991,diazya01,650490,103726,2121030,33481,16578
diazyu01,Yusniel,Diaz,h,1,r,r,1996,,,,,,
dickeal01,Alex,Dickerson,h,1,l,l,1990,dickeal01,543105,65961,2050338,32956,12649
dickech01,Chris,Dickerson,h,1,l,l,1982,dickech01,447736,45408,1104949,29209,7095
dickeco01,Corey,Dickerson,h,1,l,r,1989,dickeco01,572816,66638,2041486,31684,10762
dicker.01,R.A.,Dickey,p,1,r,r,1974,dicker.01,285079,5034,174972,4695,1245
dicksok01,O'Koyea,Dickson,h,1,r,r,1990,dicksok01,607297,70556,2048789,32909,12677
diekmja01,Jake,Diekman,p,1,l,l,1987,diekmja01,518617,55842,1915025,32178,5003
dietrde01,Derek,Dietrich,h,1,l,r,1989,dietrde01,518618,65867,2042435,31784,10542
difowi01,Wilmer,Difo,h,1,s,r,1992,difowi01,594694,67700,2159737,33659,14320
dillati01,Tim,Dillard,p,1,r,r,1983,dillati01,457422,47352,1098916,29140,5518
dirksan01,Andy,Dirks,h,1,l,l,1986,dirksan01,543108,57797,1669882,31006,6453
dobbsgr01,Greg,Dobbs,h,1,l,r,1978,dobbsgr01,425785,31674,292185,6099,2158
dolisra01,Rafael,Dolis,p,1,r,r,1988,dolisra01,503569,50619,1725474,30514,4185
dominch01,Chris,Dominguez,h,1,r,r,1986,dominch01,458689,59181,1717007,31384,9718
dominjo01,Jose,Dominguez,p,1,r,r,1990,dominjo01,523848,57610,2067931,33088,11571
dominma01,Matt,Dominguez,h,1,r,r,1989,dominma01,518625,57705,1623767,29963,4903
donalja01,Jason,Donald,h,1,r,r,1984,donalja01,453228,51943,1208652,29671,9331
donaljo02,Josh,Donaldson,h,1,r,r,1985,donaljo02,518626,56185,1493883,29563,5038
doolise01,Sean,Doolittle,p,1,l,l,1986,doolise01,448281,53253,1601130,30283,1581
dornda01,Danny,Dorn,h,1,l,l,1984,dornda01,457760,51992,1670116,30479,1050
doubrfe01,Felix,Doubront,p,1,l,l,1987,doubrfe01,467094,46026,1654333,30066,1478
doumiry01,Ryan,Doumit,h,1,s,r,1981,doumiry01,425491,31547,225347,6304,2113
downsda02,Darin,Downs,p,1,r,l,1984,downsda02,445153,47419,1795803,31076,5903
downssc01,Scott,Downs,p,1,l,l,1976,downssc01,275933,398,174677,4286,773
doziebr01,Brian,Dozier,h,1,r,r,1987,doziebr01,572821,60219,1794323,31009,9810
doziehu01,Hunter,Dozier,h,1,r,r,1991,doziehu01,641531,102574,2066295,33233,15117
drabeky01,Kyle,Drabek,p,1,r,r,1987,drabeky01,475138,49765,1184316,29965,4359
dragmbr01,Brady,Dragmire,p,1,r,r,1993,,607170,70538,2171615,34223,sa598911
drakeol01,Oliver,Drake,p,1,r,r,1987,drakeol01,543118,57806,1915128,31615,8823
drewst01,Stephen,Drew,h,1,l,r,1983,drewst01,452220,45606,580789,6298,4251
drurybr01,Brandon,Drury,h,1,r,r,1992,drurybr01,592273,66982,1957192,32269,11615
dudalu01,Lucas,Duda,h,1,l,r,1986,dudalu01,446263,56196,1601528,30953,2502
duenesa01,Samir,Duenez,h,1,l,r,1996,,642279,102810,2443873,36057,sa739574
duensbr01,Brian,Duensing,p,1,l,l,1983,duensbr01,488846,45951,1486149,28960,4064
duffety01,Tyler,Duffey,p,1,r,r,1990,duffety01,608648,100292,2164747,33668,13758
duffyda01,Danny,Duffy,p,1,l,l,1988,duffyda01,518633,56197,1708185,31114,3542
duffyma01,Matt,Duffy,h,1,r,r,1991,duffyma01,622110,100736,2120665,33453,13836
duffyma02,Matt,Duffy,h,1,r,r,1989,duffyma02,592274,69245,2120682,33680,12181
duganke01,Kelly,Dugan,h,1,l,r,1990,,571633,59634,2107841,31787,sa500838
dugasta01,Taylor,Dugas,h,1,l,l,1989,,605214,70815,2120352,33420,sa577007
dukeza01,Zach,Duke,p,1,l,l,1983,dukeza01,435043,45522,545785,6219,3840
dullry01,Ryan,Dull,p,1,r,r,1989,dullry01,623430,101433,2118864,33319,13974
dunnmi01,Mike,Dunn,p,1,l,l,1985,dunnmi01,445197,47296,1654379,30081,9948
dunnija01,Jake,Dunning,p,1,r,r,1988,dunnija01,572827,60223,1937374,31788,10803
duranju01,Juan,Duran,h,1,r,r,1991,,544269,60063,1804104,31181,sa503255
durbich01,Chad,Durbin,p,1,r,r,1977,durbich01,239795,16986,154181,4210,1442
duvalad01,Adam,Duvall,h,1,r,r,1988,duvalad01,594807,67744,2042091,32664,10950
dwyerch01,Chris,Dwyer,p,1,r,l,1988,dwyerch01,543125,59990,1757206,30997,10045
dykstal01,Allan,Dykstra,h,1,l,r,1987,dykstal01,488852,57813,1960245,32361,9113
dysonja01,Jarrod,Dyson,h,1,l,r,1984,dysonja01,502481,50297,1725411,30461,4866
dysonsa01,Sam,Dyson,p,1,r,r,1988,dysonsa01,473879,68372,1993841,31745,11710
easleed01,Ed,Easley,h,1,r,r,1985,easleed01,446225,56211,1531177,29789,2487
eatonad02,Adam,Eaton,h,1,l,l,1988,eatonad02,594809,67746,1808563,32068,11205
edginjo01,Josh,Edgin,p,1,r,l,1986,edginjo01,572831,66639,1953528,32198,10796
edlefst01,Steve,Edlefsen,p,1,r,r,1985,edlefst01,453580,53289,1666688,30472,2185
edwaran01,Andrew,Edwards,p,1,r,r,1991,,643294,103358,2226897,35308,sa738219
edwarjo02,Jon,Edwards,p,1,r,r,1988,edwarjo02,457754,51990,2121037,33476,1483
edwarca01,Carl,Edwards Jr.,p,1,r,r,1991,edwarca01,605218,71343,2073701,33202,13607
eflinza01,Zach,Eflin,p,1,r,r,1994,eflinza01,621107,100518,2044513,32804,13774
egeco01,Cody,Ege,p,1,l,l,1991,egeco01,643297,103360,2121101,33488,15928
eibnebr01,Brett,Eibner,h,1,r,r,1988,eibnebr01,518649,68387,1806274,31276,11369
eickhje01,Jerad,Eickhoff,p,1,r,r,1990,eickhje01,595191,68855,2159843,33057,12664
ekstrmi01,Mike,Ekstrom,p,1,r,r,1983,ekstrmi01,455091,46021,1209009,29261,7488
elbersc01,Scott,Elbert,p,1,l,l,1985,elbersc01,455092,45523,1179741,28689,7489
eliasro01,Roenis,Elias,p,1,l,l,1988,eliasro01,606273,70509,2117135,33152,12673
ellinbr02,Brian,Ellington,p,1,r,r,1990,ellinbr02,623395,101403,2167495,33834,17233
ellisaj01,A.J.,Ellis,h,1,r,r,1981,ellisaj01,454560,47564,1104367,29258,5677
ellsbja01,Jacoby,Ellsbury,h,1,l,l,1983,ellsbja01,453056,46027,1184595,28637,4727
elmorja01,Jake,Elmore,h,1,r,r,1987,elmorja01,518653,57819,1951311,32179,7290
elyjo01,John,Ely,p,1,r,r,1986,elyjo01,518655,56222,1669642,30940,6132
encared01,Edwin,Encarnacion,h,1,r,r,1983,encared01,429665,31564,392294,5904,2151
engelad01,Adam,Engel,h,1,r,r,1991,engelad01,641553,102578,2169649,34064,15082
ennsdi01,Dietrich,Enns,p,1,l,l,1991,ennsdi01,608650,100294,2247803,36049,13932
enrigba01,Barry,Enright,p,1,r,r,1986,enrigba01,446264,57338,1531178,29791,2412
eovalna01,Nathan,Eovaldi,p,1,r,r,1990,eovalna01,543135,57820,1803864,31174,9132
eppleco01,Cody,Eppley,p,1,r,r,1985,eppleco01,543136,57821,1798563,31078,9095
erlinro01,Robbie,Erlin,p,1,r,l,1990,erlinro01,572362,60740,1833103,31791,10354
ervinph01,Phillip,Ervin,h,1,r,r,1992,ervinph01,640447,102427,2117199,33234,14738
escaled01,Edgmer,Escalona,p,1,r,r,1986,escaled01,467850,49901,1670415,30407,8574
eschja01,Jake,Esch,p,1,r,r,1990,eschja01,605222,70441,2210231,34870,12756
escobal02,Alcides,Escobar,h,1,r,r,1986,escobal02,444876,47625,547241,29229,6310
escobed01,Eduardo,Escobar,h,1,s,r,1989,escobed01,500871,51653,1670491,30272,6153
escobed02,Edwin,Escobar,p,1,l,l,1992,escobed02,546276,59446,2027505,32659,10337
escobyu01,Yunel,Escobar,h,1,r,r,1982,escobyu01,488862,49341,1098922,28662,4191
espinpa01,Paolo,Espino,p,1,r,r,1987,espinpa01,502179,65808,2118885,29989,8246
espinan01,Anderson,Espinosa,p,1,r,r,1998,,,,,,
espinda01,Danny,Espinosa,h,1,s,r,1987,espinda01,457787,58917,1667721,30621,9219
estevca01,Carlos,Estevez,p,1,r,r,1992,estevca01,608032,70188,2210225,34861,14542
estrama01,Marco,Estrada,p,1,r,r,1983,estrama01,462136,47658,1630042,29215,1118
ethiean01,Andre,Ethier,h,1,l,l,1982,ethiean01,444843,45962,490390,6481,6265
evansni01,Nick,Evans,h,1,r,r,1986,evansni01,452783,47683,1598984,29143,7595
evansph01,Phillip,Evans,h,1,r,r,1992,evansph01,595943,70393,1953529,32201,12950
evelada01,Dana,Eveland,p,1,l,l,1983,evelada01,445968,45525,547371,6353,5508
exposlu01,Luis,Exposito,h,1,r,r,1987,exposlu01,458701,52029,1669643,30540,4398
faluir01,Irving,Falu,h,1,s,r,1983,faluir01,458252,47508,1208708,30390,6165
familje01,Jeurys,Familia,p,1,r,r,1989,familje01,544727,58905,1756628,31687,5114
fariaja01,Jacob,Faria,p,1,r,r,1993,fariaja01,607188,70547,2210236,34871,13699
farmebu01,Buck,Farmer,p,1,l,r,1991,farmebu01,571656,100067,2141540,33627,14814
farmeky01,Kyle,Farmer,h,1,r,r,1990,farmeky01,571657,100171,2118133,33287,14813
farnsky01,Kyle,Farnsworth,p,1,r,r,1976,farnsky01,150035,241,21546,4049,278
farquda01,Danny,Farquhar,p,1,r,r,1987,farquda01,543144,57827,1733856,30611,8501
farrelu01,Luke,Farrell,p,1,l,r,1991,farrelu01,608652,102075,2227177,35391,15101
farrier01,Eric,Farris,h,1,r,r,1986,farrier01,456544,53339,1740926,30659,2066
faulkan01,Andrew,Faulkner,p,1,r,l,1992,faulkan01,605226,70442,2170002,34581,12982
feathta01,Taylor,Featherston,h,1,r,r,1989,feathta01,605227,70443,2120251,33407,12590
feddeer01,Erick,Fedde,p,1,r,r,1993,feddeer01,607200,70964,2167502,33793,17425
federti01,Tim,Federowicz,h,1,r,r,1987,federti01,543148,58217,1669884,31038,8609
feierry01,Ryan,Feierabend,p,1,l,l,1985,feierry01,456387,46009,1130580,28611,6336
feldmsc01,Scott,Feldman,p,1,l,r,1983,feldmsc01,444857,45622,549996,6384,6283
felicpe01,Pedro,Feliciano,p,1,l,l,1976,felicpe01,408230,31290,225355,5314,1601
felizmi01,Michael,Feliz,p,1,r,r,1993,felizmi01,593140,67169,2117128,33235,11903
felizne01,Neftali,Feliz,p,1,r,r,1988,felizne01,491703,51190,1623768,30149,18
fernajo02,Jose,Fernandez,p,1,r,r,1992,,,,,,
ferreje01,Jeff,Ferrell,p,1,r,r,1990,ferreje01,594815,67750,2178545,34805,11506
fickch01,C.J.,Fick,p,1,r,r,1985,fickch01,518674,56259,1915105,32041,7978
fieldth01,Thomas,Field,h,1,r,r,1987,fieldth01,474494,57835,1740928,30785,6262
fieldpr01,Prince,Fielder,h,1,l,r,1984,fieldpr01,425902,31366,390862,5915,4613
fieldda01,Daniel,Fields,h,1,l,r,1991,fieldda01,571665,66533,1804065,31184,10390
fieldjo02,Josh,Fields,h,1,r,r,1982,fieldjo02,435222,45415,541101,28614,7490
fieldjo03,Josh,Fields,p,1,r,r,1985,fieldjo03,451661,59166,1663430,30213,5070
fienca01,Casey,Fien,p,1,r,r,1983,fienca01,502272,50215,1604110,29376,3926
fiersmi01,Mike,Fiers,p,1,r,r,1985,fiersmi01,571666,59639,1740929,30773,7754
fifest01,Stephen,Fife,p,1,r,r,1986,fifest01,543155,57836,1910548,32038,8077
figaral01,Alfredo,Figaro,p,1,r,r,1984,figaral01,451628,52453,1654334,30067,8404
figgich01,Chone,Figgins,h,1,s,r,1978,figgich01,408210,876,225356,5302,1580
figueco01,Cole,Figueroa,h,1,l,r,1987,figueco01,502676,57837,1740930,30662,8790
figuepe01,Pedro,Figueroa,p,1,l,l,1985,figuepe01,471896,49686,1725469,30558,6616
finnebr01,Brandon,Finnegan,p,1,l,l,1993,finnebr01,605232,71272,2136391,33633,16208
fishede01,Derek,Fisher,h,1,l,r,1993,fishede01,605233,70804,2136393,33794,16192
fistedo01,Doug,Fister,p,1,l,r,1984,fistedo01,450729,52353,1699360,30370,9425
flaheja01,Jack,Flaherty,p,1,r,r,1995,flaheja01,656427,104779,2135266,33837,17479
flahery01,Ryan,Flaherty,h,1,l,r,1986,flahery01,475247,57843,1717082,30728,7888
flandyo01,Yohan,Flande,p,1,l,l,1986,flandyo01,456071,52458,1724106,30419,5057
flexech01,Chris,Flexen,p,1,r,r,1994,flexech01,623167,101249,2443613,36067,13896
floreje02,Jesus,Flores,h,1,r,r,1984,floreje02,435520,47634,546229,28714,4166
floreke01,Kendry,Flores,p,1,r,r,1991,floreke01,572309,66605,2107846,31793,12118
florera02,Ramon,Flores,h,1,l,l,1992,florera02,570717,60794,2027422,31617,11165
florewi01,Wilmer,Flores,h,1,r,r,1991,florewi01,527038,57850,1665897,30627,5827
floripe01,Pedro,Florimon,h,1,s,r,1986,floripe01,465753,49622,1209012,30310,8385
florody01,Dylan,Floro,p,1,l,r,1990,florody01,571670,99857,2167510,33852,13394
flowety01,Tyler,Flowers,h,1,r,r,1986,flowety01,452095,52532,1539223,30157,9134
floydga01,Gavin,Floyd,p,1,r,r,1983,floydga01,425856,31534,390847,5922,3886
flynnbr01,Brian,Flynn,p,1,l,l,1990,flynnbr01,543169,69169,2042430,32671,12027
foltymi01,Mike,Foltynewicz,p,1,r,r,1991,foltymi01,592314,66991,1757989,31819,10811
fontwi01,Wilmer,Font,p,1,r,r,1990,fontwi01,521655,56278,1784693,31075,5257
fontano01,Nolan,Fontana,h,1,l,r,1991,fontano01,545337,66004,2044225,32746,13267
fontemi01,Mike,Fontenot,h,1,l,r,1980,fontemi01,430917,31688,479205,6098,3912
fordle01,Lew,Ford,h,1,r,r,1976,fordle01,217915,31752,292471,5377,1724
fornaer01,Eric,Fornataro,p,1,r,r,1988,fornaer01,543174,57853,2027416,32600,7042
forsylo01,Logan,Forsythe,h,1,r,r,1987,forsylo01,523253,58915,1735788,30579,7185
fowlede01,Dexter,Fowler,h,1,s,r,1986,fowlede01,451594,47493,1208709,29252,4062
fowledu01,Dustin,Fowler,h,1,l,l,1994,fowledu01,641583,102586,2218320,34693,17098
francje01,Jeff,Francis,p,1,l,l,1981,francje01,433585,31585,517683,6038,4684
francbe01,Ben,Francisco,h,1,r,r,1981,francbe01,450204,35575,486536,28672,4677
francfr01,Frank,Francisco,p,1,r,r,1979,francfr01,407911,35574,484950,5963,1933
francju02,Juan,Francisco,h,1,l,r,1987,francju02,464433,52175,1600671,29601,6978
francma02,Maikel,Franco,h,1,r,r,1992,francma02,596748,68156,1947851,32163,12179
francje02,Jeff,Francoeur,h,1,r,r,1984,francje02,425796,31345,389741,6345,4792
frandke01,Kevin,Frandsen,h,1,r,r,1982,frandke01,435623,46014,546041,6528,7528
franktr01,Trevor,Frank,p,1,r,r,1991,,641587,102588,,,sa737842
frankni01,Nick,Franklin,h,1,s,r,1991,frankni01,545338,59421,1740931,30661,10166
frankse01,Seth,Frankoff,p,1,r,r,1988,frankse01,571676,66534,2119563,33362,11346
frasoja01,Jason,Frasor,p,1,r,r,1977,frasoja01,430630,35597,448928,5938,1906
fraziad01,Adam,Frazier,h,1,l,r,1991,fraziad01,624428,101618,2121473,33546,15223
frazicl01,Clint,Frazier,h,1,r,r,1994,frazicl01,640449,102429,2066293,33188,15983
frazito01,Todd,Frazier,h,1,r,r,1986,frazito01,453943,53395,1630078,30004,785
freelky01,Kyle,Freeland,p,1,l,l,1993,freelky01,607536,71098,2135246,33839,16256
freemfr01,Freddie,Freeman,h,1,l,r,1989,freemfr01,518692,56289,1630079,30193,5361
freemju02,Justin,Freeman,p,1,r,r,1986,freemju02,543178,57859,1811045,31382,7568
freemmi01,Mike,Freeman,h,1,l,r,1987,freemmi01,502273,65816,1804368,31209,11241
freemsa01,Sam,Freeman,p,1,r,l,1987,freemsa01,518693,57860,1915106,32075,6832
freesda01,David,Freese,h,1,r,r,1983,freesda01,501896,51110,1225732,29694,9549
freimna01,Nate,Freiman,h,1,r,r,1986,freimna01,474384,59199,1740932,30721,6582
freitda01,David,Freitas,h,1,r,r,1989,freitda01,571679,66535,1958609,31697,10619
friasca01,Carlos,Frias,p,1,r,r,1989,friasca01,516910,56292,2117542,33272,3547
friedma01,Max,Fried,p,1,l,l,1994,friedma01,608331,70610,2001078,32685,13743
friedch01,Christian,Friedrich,p,1,r,l,1987,friedch01,543184,57866,1685072,30603,7942
frierer01,Ernesto,Frieri,p,1,r,r,1985,frierer01,457117,45918,1390885,29984,5178
fryja01,Jace,Fry,p,1,l,l,1993,fryja01,605240,70825,2171636,34240,16159
frypa01,Paul,Fry,p,1,l,l,1992,,643316,103372,2169912,33909,sa738159
fryerer01,Eric,Fryer,h,1,r,r,1985,fryerer01,518700,56298,1662083,32006,8145
fuentre01,Reymond,Fuentes,h,1,l,l,1991,fuentre01,571681,59641,1757976,31280,10329
fujikky01,Kyuji,Fujikawa,p,1,l,r,1980,fujikky01,493117,35683,2029077,32583,14443
fuldsa01,Sam,Fuld,h,1,l,l,1981,fuldsa01,453539,45939,1102962,28905,8254
fulmeca01,Carson,Fulmer,p,1,r,r,1993,fulmeca01,608334,70611,2184355,34913,18311
fulmemi01,Michael,Fulmer,p,1,r,r,1993,fulmemi01,605242,70445,2007003,34842,13218
furbuch01,Charlie,Furbush,p,1,l,l,1986,furbuch01,518703,56302,1757233,31589,1370
furcara02,Rafael,Furcal,h,1,s,r,1977,furcara02,279577,73,174989,4243,88
gadeake01,Kevin,Gadea,p,1,r,r,1994,,640737,102473,2504263,36082,sa735841
galero01,Rocky,Gale,h,1,r,r,1988,galero01,502570,65828,1960047,32353,10533
gallaca01,Cam,Gallagher,h,1,r,r,1992,gallaca01,595956,70394,2118805,33698,12981
gallayo01,Yovani,Gallardo,p,1,r,r,1986,gallayo01,451596,47591,1179742,28650,8173
gallegi01,Giovanny,Gallegos,p,1,r,r,1991,gallegi01,606149,100246,2444667,36050,14986
gallojo01,Joey,Gallo,h,1,l,r,1993,gallojo01,608336,70613,2007960,32818,14128
galvifr01,Freddy,Galvis,h,1,s,r,1989,galvifr01,520471,57302,1603347,29670,6609
gamboed01,Eddie,Gamboa,p,1,r,r,1984,gamboed01,543195,57874,2068027,33097,6911
gamelbe01,Ben,Gamel,h,1,l,l,1992,gamelbe01,592325,66995,1961737,31824,12160
gamelma01,Mat,Gamel,h,1,l,r,1985,gamelma01,451143,46071,1098929,29230,4034
gantjo01,John,Gant,p,1,r,r,1992,gantjo01,607231,70552,2209984,34841,13684
garcefr01,Frank,Garces,p,1,l,l,1990,garcefr01,571057,69208,2144705,33629,13144
garciad01,Adonis,Garcia,h,1,r,r,1985,garciad01,611177,100357,2040763,33080,13777
garcian01,Anthony,Garcia,h,1,r,r,1992,,571685,60687,2046359,31825,sa502038
garciav01,Avisail,Garcia,h,1,r,r,1991,garciav01,541645,59016,1740934,30729,5760
garcich02,Christian,Garcia,p,1,r,r,1985,garcich02,451600,47616,1654383,30080,4067
garciel01,Elniery,Garcia,p,1,l,l,1994,,622556,101010,2167360,33753,sa684104
garcifr03,Freddy,Garcia,p,1,r,r,1976,garcifr03,150119,1152,21559,4007,1077
garcigr01,Greg,Garcia,h,1,l,r,1989,garcigr01,594824,67754,1953803,32211,10951
garcija02,Jaime,Garcia,p,1,l,l,1986,garcija02,448802,52254,1537183,29185,8137
garcija04,Jarlin,Garcia,p,1,l,l,1993,garcija04,606424,69788,2167475,33843,18282
garcija03,Jason,Garcia,p,1,r,r,1992,garcija03,592329,66996,2161563,33664,12143
garcile02,Leury,Garcia,h,1,s,r,1991,garcile02,544725,57884,1740935,30664,5913
garcilu03,Luis,Garcia,p,1,r,r,1987,garcilu03,472610,49727,2069487,33089,6984
garcion01,Onelki,Garcia,p,1,l,l,1989,garcion01,607162,101785,2044532,32774,13674
garciwi01,Willy,Garcia,h,1,r,r,1992,garciwi01,591994,66914,1959465,32335,12956
garciyi01,Yimi,Garcia,p,1,r,r,1990,garciyi01,554340,66174,2048494,32888,12095
gardeia01,Ian,Gardeck,p,1,r,r,1990,,571687,70819,2210234,34864,sa598115
gardeni01,Nick,Gardewine,p,1,r,r,1993,gardeni01,643320,103373,2753584,37137,16513
gardnbr01,Brett,Gardner,h,1,l,l,1983,gardnbr01,458731,47454,1200052,29174,9927
garnedu01,Dustin,Garneau,h,1,r,r,1987,garnedu01,572863,60238,2117267,33257,9433
garnepe01,Perci,Garner,p,1,r,r,1988,garnepe01,592330,66997,2264446,31826,10887
garream01,Amir,Garrett,p,1,r,l,1992,garream01,607237,70946,2053474,33652,14375
gartory01,Ryan,Garton,p,1,r,r,1989,gartory01,623439,101438,2216809,34909,14016
garvemi01,Mitch,Garver,h,1,r,r,1991,garvemi01,641598,102593,2164748,33667,15161
garvigr01,Grayson,Garvin,p,1,l,l,1989,,543204,70774,2159862,33653,sa526542
garzama01,Matt,Garza,p,1,r,r,1983,garzama01,490063,49349,1098892,28528,3340
gastjo01,John,Gast,p,1,l,l,1989,gastjo01,518713,65869,1804070,31161,11133
gattiev01,Evan,Gattis,h,1,r,r,1986,gattiev01,594828,67758,1941510,32863,11003
gaudich01,Chad,Gaudin,p,1,r,r,1983,gaudich01,429985,35922,404386,5627,1783
gausmke01,Kevin,Gausman,p,1,l,r,1991,gausmke01,592332,68557,2000033,32667,14107
gavigsa01,Sam,Gaviglio,p,1,r,r,1990,gavigsa01,543208,70304,2114447,33157,12778
gearrco01,Cory,Gearrin,p,1,r,r,1986,gearrco01,518715,56333,1740938,30665,7947
geedi01,Dillon,Gee,p,1,r,r,1986,geedi01,518716,56334,1661428,30139,7396
geltzst01,Steve,Geltz,p,1,r,r,1987,geltzst01,544993,58219,1811025,31393,8402
gennesc01,Scooter,Gennett,h,1,l,r,1990,gennesc01,571697,66539,1803884,31175,10339
gentrcr01,Craig,Gentry,h,1,r,r,1983,gentrcr01,502226,50191,1665405,30267,9571
germado01,Domingo,German,p,1,r,r,1992,germado01,593334,67182,2167483,33660,17149
germaju01,Justin,Germano,p,1,r,r,1982,germaju01,430683,35975,448929,5971,1938
germego01,Gonzalez,Germen,p,1,r,r,1987,germego01,542674,59935,2027449,33076,5876
giavojo01,Johnny,Giavotella,h,1,r,r,1987,giavojo01,543213,58220,1793166,31128,6740
gibsoky01,Kyle,Gibson,p,1,r,r,1987,gibsoky01,502043,65801,1739665,31053,10123
gileske01,Ken,Giles,p,1,r,r,1990,gileske01,571704,70354,2044511,32762,12910
gillaco01,Conor,Gillaspie,h,1,l,r,1987,gillaco01,543216,57748,1639054,29263,9009
gilleco01,Cole,Gillespie,h,1,r,r,1984,gilleco01,502261,50209,1208655,29409,5888
gilmase01,Sean,Gilmartin,p,1,l,l,1990,gilmase01,543219,65965,1941508,32070,12781
gimench01,Chris,Gimenez,h,1,r,r,1982,gimench01,460269,47575,1520594,29361,7324
gimenhe01,Hector,Gimenez,h,1,s,r,1982,gimenhe01,430591,36019,448406,28619,2172
gindlca01,Caleb,Gindl,h,1,l,l,1988,gindlca01,518725,56346,1670506,30326,5002
giolilu01,Lucas,Giolito,p,1,r,r,1994,giolilu01,608337,100261,2000027,32697,15474
girodch01,Chad,Girodo,p,1,l,l,1991,girodch01,643325,103377,2216807,35000,15542
givenmy01,Mychal,Givens,p,1,r,r,1990,givenmy01,571710,66543,1958127,31618,10430
glasnty01,Tyler,Glasnow,p,1,l,r,1993,glasnty01,607192,70795,2068548,33190,14374
glennbr01,Brad,Glenn,h,1,r,r,1987,glennbr01,543223,59995,1813391,31501,7392
gloveko01,Koda,Glover,p,1,r,r,1993,gloveko01,606983,106049,2251065,36009,17695
godfrgr01,Graham,Godfrey,p,1,r,r,1984,godfrgr01,453232,56353,1838243,31592,3128
godleza01,Zack,Godley,p,1,r,r,1990,godleza01,643327,100137,2179204,34824,14862
goebbja01,Jake,Goebbert,h,1,l,l,1987,goebbja01,572876,60906,1810925,31388,9431
goedder01,Erik,Goeddel,p,1,r,r,1988,goedder01,592340,66999,2107838,31744,11712
goeddty01,Tyler,Goeddel,h,1,r,r,1992,goeddty01,595963,70767,2171700,34249,13180
goforda01,David,Goforth,p,1,r,r,1988,goforda01,592341,68560,2114452,33204,12166
goharlu01,Luiz,Gohara,p,1,l,l,1996,goharlu01,627894,101988,2117137,33237,15166
goinsry01,Ryan,Goins,h,1,l,r,1988,goinsry01,572365,60144,1740939,30636,9807
goldry01,Ryan,Gold,h,1,l,r,1997,,670394,107860,,,sa918639
goldbbr01,Brad,Goldberg,p,1,r,r,1990,goldbbr01,643329,103378,2228433,35830,14776
goldspa01,Paul,Goldschmidt,h,1,r,r,1987,goldspa01,502671,59307,1765052,31027,9218
gomesbr01,Brandon,Gomes,p,1,r,r,1984,gomesbr01,460156,56355,1671004,30969,2267
gomesjo01,Jonny,Gomes,h,1,r,r,1980,gomesjo01,430404,31646,433807,5860,1845
gomesya01,Yan,Gomes,h,1,r,r,1987,gomesya01,543228,60834,1945612,32108,9627
gomezca01,Carlos,Gomez,h,1,r,r,1985,gomezca01,460576,47621,1098932,28762,4881
gomezhe01,Hector,Gomez,h,1,r,r,1988,gomezhe01,467143,49856,1654384,30078,2264
gomezje01,Jeanmar,Gomez,p,1,r,r,1988,gomezje01,491646,51862,1679121,30525,9033
gomezmi01,Miguel,Gomez,h,1,s,r,1992,gomezmi01,622497,100951,2444512,36070,17075
gomezro01,Roberto,Gomez,p,1,s,r,1989,gomezro01,596816,68174,2663268,36144,12963
gonzama02,Marco,Gonzales,p,1,l,l,1992,gonzama02,594835,68759,2066303,33158,15467
gonzaad01,Adrian,Gonzalez,h,1,l,l,1982,gonzaad01,408236,31485,288903,5405,1908
gonzaal03,Alberto,Gonzalez,h,1,r,r,1983,gonzaal03,471868,47675,1103849,28876,4906
gonzaal02,Alex,Gonzalez,h,1,r,r,1977,gonzaal02,136460,502,18477,3916,520
gonzaal01,Alfredo,Gonzalez,h,1,r,r,1992,,554054,69201,2210083,34844,sa505301
gonzaca01,Carlos,Gonzalez,h,1,l,l,1985,gonzaca01,471865,47678,1103728,28658,7287
gonzach01,Chi Chi,Gonzalez,p,1,r,r,1992,gonzach01,592346,68563,2066305,33386,14663
gonzaed01,Edgar,Gonzalez,p,1,r,r,1983,gonzaed01,429440,31424,399110,5498,1727
gonzaer01,Erik,Gonzalez,h,1,r,r,1991,gonzaer01,570481,66263,2052583,33018,13369
gonzagi01,Gio,Gonzalez,p,1,r,l,1985,gonzagi01,461829,45529,585618,28962,7448
gonzama01,Marwin,Gonzalez,h,1,s,r,1989,gonzama01,503556,50609,1599169,30327,5497
